PUID,ACCENUMB,CROPNAME,COLLMISSID,COLLNAME,COLLCODE,COLLINSTADDRESS,GENUS,SPECIES,SPAUTHOR,SUBTAXA,SUBTAUTHOR,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,ACCENAME,SAMPSTAT,ANCEST,COLSRC,DONORNAME,DUPLINSTNAME,MLSSTAT
10.18730/64Z1A,17420,Barley,NULL,ISG,YUG009,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,MNE,"Montenegro, Pljevlja Municipality, , Rudnik izmedj Cajnica i Pljevalja",43.3833,19.3333,NULL,3/1/1969,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/64Z5E,17424,Barley,NULL,ISG,YUG009,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,MNE,"Montenegro, Podgorica Municipality, , Urljenice-Pljevlja",42.5,19.3,NULL,3/1/1969,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/64Z6F,17425,Barley,NULL,ISG,YUG009,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,SRB,"Serbia, Grad Beograd City, Palilula Municpal, Krnjace",44.85,20.5,NULL,3/1/1969,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/64Z8H,17427,Barley,NULL,ISG,YUG009,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,MNE,"Montenegro, Pljevlja Municipality, , Odzac- Kasanica",43.2833,19.3667,NULL,3/1/1969,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/64ZGS,17435,Barley,NULL,ISG,YUG009,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,MNE,"Montenegro, Savnik Municipality, , Meteljce; Savnic",42.9667,19.0833,NULL,3/1/1969,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/64ZHT,17436,Barley,NULL,ISG,YUG009,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,SRB,"Serbia, Zlatiborski District, Sjenica Municpal, Cladnica",43.4,20.0167,NULL,10/1/1969,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/64ZMX,17439,Barley,NULL,ISG,YUG009,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,SRB,"Serbia, Rasinski District, Brus Municpal, Criva reca",43.3833,20.8833,NULL,10/1/1969,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/65293,17524,Barley,IRN55-2,USDA,,   USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,IRN,"Fars, Fars Province, Jahrom County, near Sa-adatabad; Shiraz",29,53,1830,6/1/1955,,300,selection from PI 227449,NULL,USDA,INRA-MAR;SGSV,1
10.18730/652B5,17526,Barley,NULL,SRD-EAA;USDA,,   USA;Soroti   UGA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon var. deficiens,Steud.,1977,ETH,"Gonder, Amhara Administrative State, North Gonder Zone, Chuahe; Begemder Province market",12.5,37,NULL,,;R-257,300,selection from PI 331231,NULL,USDA,INRA-MAR;SGSV,1
10.18730/652TM,17542,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUN,"Silyanah, Siliana Governorate, , Dechret Mansoura",35.8167,9.46667,NULL,,;Safra,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/652ZS,17547,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUN,"Silyanah, Siliana Governorate, , Dechret Mansoura",35.8167,9.46667,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6534Y,17552,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUN,", Kebili Governorate, , Djebali",34,9,NULL,,;Djebali,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/653AU,17558,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUN,"Kebili, Kebili Governorate, , Bechelli",33.6167,8.91667,NULL,,;Djebali,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/653VG,17575,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUN,"Kebili, Kebili Governorate, , Bargouthia",33.6,8.91667,NULL,,;HMIRA,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6550G,17613,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUN,"Kebili, Kebili Governorate, , Menchia",33.7833,8.85,NULL,,;Jebali,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/655AT,17623,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUN,"Aryanah[Matir], Manubah Governorate, , Mansoura-Djedida",36.9167,9.93333,NULL,,;Jebali,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/655BV,17624,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUN,"Aryanah[Matir], Manubah Governorate, , Mansoura-Djedida",36.9167,9.93333,NULL,,;Jebali,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/655J$,17631,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUN,"Tawzar, Tozeur Governorate, , A Seddada",34.0167,8.26667,NULL,,;Safra,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/659SN,17766,Barley,ETH70,USDA,,   USA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,ETH,"Shewa, Oromia Administrative State, West Shewa Zone, 24 km W of Ambo",8.96667,37.6667,NULL,10/11/1970,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/659WR,17769,Barley,ETH70,USDA,,   USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,ETH,"Arsi, Oromia Administrative State, Arsi Zone, 172 km SE of Addis Ababa",8.45,39.7667,NULL,10/11/1970,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/65AG7,17790,Barley,NULL,C-40,,Woodland   GBR,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,USA,"California, California State, , ",36.7667,-119.417,NULL,,;Vireo,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/65ZKG,18471,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,ETH,"Shewa, Addis Ababa Administrative State, Zone 5 Zone, Addis Abeba market",9.05,38.7,2440,,,300,NULL,30,USDA,INRA-MAR;SGSV,1
10.18730/65ZSP,18477,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,BGR,"Razgrad, Ruse Region, Razgrad Region, Russe",43.85,25.9667,NULL,,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/660WM,18512,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AUT,"Tirol, Tirol State, Kufstein District, Alpbach",47.4,11.9333,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/662D*,18561,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,JPN,"Hyogo-Ken, Kumamoto Prefecture, , ",34.6833,135.167,NULL,,;Mochimugi I,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/662K1,18567,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Ankara, Ankara Province, , Angora",39.9167,32.8333,NULL,,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/662M2,18568,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Bolu, Bolu Province, , Bolu",40.7333,31.6,NULL,,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/663S2,18605,Barley,TIB38/39,TIB38/9,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Xizang (Tibet), Xizang Autonomous Region, Lhasa Prefecture City, Lhasa",29.6833,91.0833,NULL,1/1/1938,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/663T3,18606,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Xizang(Tibet), Xizang Autonomous Region, , ",30,91,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66782,18716,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Kutahya, K³tahya Province, , Kurtkoy",39.0833,30.1167,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/667A4,18718,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Istanbul, Istanbul Province, , Cekme Koey",41.05,29.1667,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/667B5,18719,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Balikesir, Balikesir Province, , Samli",39.8167,27.8333,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/667HB,18725,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Sakarya, Sakarya Province, , Karasu",41.1167,30.6167,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/667JC,18726,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Istanbul, Istanbul Province, , Yaylar region",40.8833,29.2667,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/667KD,18727,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Istanbul, Istanbul Province, , Haydarpasa",41,29.0667,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/667ME,18729,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Nigde, Nigde Province, , Ciftlik",38.1667,34.4833,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/667PG,18731,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Konya, Konya Province, , Karaman",37.9333,33.2167,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/667ZS,18740,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,", Nevsehir Province, , Kaza-Osaba",39,35,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/6685Z,18746,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Konya, Konya Province, , Kayasu elevation near 1216 m",37.4667,32.2667,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/6687~,18748,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Ankara, Ankara Province, , Yenisehir Kayasi elevation between 608 - 912 m (estimated by GIS)",39.9167,32.8667,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/6688$,18749,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Kutahya, K³tahya Province, , Merkez Kozluoa",39.3833,29.5833,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/6689=,18750,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Istanbul, Istanbul Province, , Silivri cay",41.0833,28.25,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/668E3,18755,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Istanbul, Istanbul Province, , Hadimkoy Haci Masei",41.1667,28.6167,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/668K8,18761,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Bursa, Bursa Province, , Ayasaga Koy (Ayaspasa)",40.1,28.4667,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/668M9,18762,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Istanbul, Istanbul Province, , Alibey Koy",41.0833,28.8833,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/668NA,18763,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Artvin, Artvin Province, , Zekeriya Koey",40.9833,42.15,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/668RD,18766,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Istanbul, Istanbul Province, , Agacli Koey",41.2833,28.8,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/668SE,18767,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Istanbul, Istanbul Province, , Uskumru Koey",41.2167,29.0167,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6691P,18775,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Batman, Batman Province, , Bejeri-Emale (Besiri)",37.9167,41.3,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6692Q,18776,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Bursa, Bursa Province, , Sayfiye region",40.1167,29.3333,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6693R,18777,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Bursa, Bursa Province, , Tuzlaciftlig",40.4167,29.1,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/669AZ,18784,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Elazig, Elazig Province, , Kekun",38.6667,39.2167,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/669B*,18785,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,TUR,"Zonguldak, Zinguldak Province, , Keleg Oglu",41.3167,32.1333,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/669Q7,18797,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Sivas, Sivas Province, , Alaman",39.5667,36.25,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/669WC,18802,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Amasya, Amasya Province, , Kizilize Terze Karyesi (Tirze)",40.4333,35.6833,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/66AAT,18817,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Tekirdag, Tekirdag Province, , Karli Koey (Nr. 2)",41.3833,27.85,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66ABV,18818,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Van, Van Province, , Degirmen Koey",38.5167,43.5167,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66AQ2,18831,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Edirne, Edirne Province, , Saridanis Mend. Suleiman Danis",41.8667,26.8333,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66B0B,18840,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Istanbul, Istanbul Province, , Kasar Dinar Kaza zwischen Afio",41.1667,29.5333,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66B5G,18845,Barley,TUR28/30,BRLFZIGuK,DEU077DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Aydin, Aydin Province, , Kaza - Kus Adasi near Smyrna",37.85,27.25,NULL,1/1/1928,,300,NULL,NULL,USDA,SGSV,1
10.18730/66BDR,18853,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Samsun, Samsun Province, , H. Kaza to Vilayet Samsum",41.2833,36.3333,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/66BQ$,18863,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,TUR,"Kocaeli, Kocaeli Province, , Kara Mursel; surroundings",40.6833,29.6167,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66BW2,18868,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Balikesir, Balikesir Province, , Balikesir",39.6333,27.8833,NULL,1/1/1928,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/66CX=,18901,Barley,TUR28/30,BRLFZIGuK,DEU077DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Bursa, Bursa Province, , Inegol Kaza  (b 12)",40.0833,29.5167,NULL,1/1/1928,,300,NULL,NULL,USDA,SGSV,1
10.18730/66DGH,18920,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,TUR,"Afyon, Afyon Province, , Karahisar",38.7667,30.5333,NULL,4/12/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66DJK,18922,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Aydin, Aydin Province, , Nazilli",37.9167,28.3167,NULL,4/12/1905,,300,NULL,NULL,USDA,SGSV,1
10.18730/66DKM,18923,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,TUR,"Isparta, Isparta Province, , Egirdir",37.8667,30.85,NULL,4/12/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66DQR,18927,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Crete, Kriti Region, Lasithi Prefecture, Hirapetra",35.0333,25.75,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66E2=,18938,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Central Greece and Evvoia, Stereß Ellßda Region, Evritania Prefecture, Prassia",39.1833,21.5,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66E95,18945,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Dytiki Ellada Region, Ilia Prefecture, Pyrgos",37.6667,21.4333,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66ED9,18949,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Laconia Prefecture, Itilon (Yithion)",36.7667,22.55,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66EEA,18950,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,GRC,"Peloponnesus, Peloponnisos Region, Laconia Prefecture, Kryoneri",36.7356,22.4661,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66EHD,18953,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Arcadia Prefecture, Markovonion",37.5544,22.3753,NULL,4/25/1905,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/66EKF,18955,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Laconia Prefecture, Gorani",36.9167,22.4333,NULL,4/25/1905,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/66EMG,18956,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Central Greece and Evvoia, Attiki Region, Attica Prefecture, Selina",37.9333,23.5333,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66ENH,18957,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Arcadia Prefecture, Rosawa",37.5,22.35,NULL,4/25/1905,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/66ESN,18961,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Laconia Prefecture, Lewetzowa",36.8908,22.5319,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66F3Z,18971,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Kastamonu, Kastamonu Province, , Arac Kaza (Nr. 67)",41.25,33.3333,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66FNC,18989,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Laconia Prefecture, Dhiros region",36.65,22.3833,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66GC=,19012,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Argolis Prefecture, Skafidaki near Argos",37.5667,22.7167,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66GRA,19024,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Laconia Prefecture, Vassiliki",36.9,22.45,NULL,4/25/1905,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/66H2M,19034,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Central Greece, Ionioi Nisoi Region, , Analipsis",39.6,19.9167,NULL,4/25/1905,,300,NULL,NULL,USDA,SGSV,1
10.18730/66H5Q,19037,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Corinth Prefecture, Gura",37.9333,22.3333,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66HBX,19043,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Dytiki Ellada Region, Achaea Prefecture, Kartezi",37.9833,22,NULL,4/25/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66HE*,19046,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,GRC,"Peloponnesus, Peloponnisos Region, Laconia Prefecture, Dhiros region",36.65,22.3833,NULL,4/25/1905,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/66HV8,19059,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,TUR,"Bursa, Bursa Province, , Ceki",39.8,29.0833,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/66J0D,19064,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,TUR,"Izmir, Izmir Province, , Bogazici (Nr. 49)",38.0167,27.5333,NULL,1/1/1928,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
